rank,appId,title,url,releaseDate,priceText,finalPriceCents,discountPercent,reviewSummary,reviewPercent,reviewCount,platforms,imageUrl,scrapedAt,currentPlayers,developer,publisher,genres,categories,recommendationsTotal,metacriticScore,shortDescription,isFree,type,demandScore,qualityScore,commercialScore,momentumScore,opportunityScore,marketPosition,opportunityType,pricingPosition,audienceSignal,monetizationSignal,competitiveSignal,intelligenceTags,riskFlags,insightSummary,recommendedAction
700,1985810,Call of Duty®: Black Ops Cold War,https://store.steampowered.com/app/1985810/Call_of_Duty_Black_Ops_Cold_War/,"Mar 8, 2023",$59.99,5999,0.0,Mostly Positive,79.0,10260.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1985810/capsule_231x87.jpg?t=1731607699,2026-06-03T02:02:52.659Z,368.0,Treyarch,Activision,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",20990.0,,"Black Ops Cold War, the direct sequel to Call of Duty®: Black Ops, will drop fans into the depths of the Cold War’s volatile geopolitical battle of the early 1980s.",False,game,56,87,66,45,64,Loved niche title,Underserved audience clue,Premium,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['loved-by-players', 'iap-monetized', 'social-retention-loop']",[],"Call of Duty®: Black Ops Cold War is a loved niche title, opportunity score 64/100, 79% positive from 10,260 reviews, 368 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
701,1594320,Captain of Industry,https://store.steampowered.com/app/1594320/Captain_of_Industry/,"May 31, 2022",$24.49,2449,30.0,Very Positive,88.0,5524.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1594320/1000a813779f389ef7c3a5cc8f71ab61d9872811/capsule_231x87.jpg?t=1776465561,2026-06-03T02:02:52.659Z,1727.0,MaFi Games,MaFi Games,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",10385.0,,"Build an industrial empire on a remote island. Mine resources, reshape terrain with excavators, grow food, construct factories, lay train tracks, and trade with the outside world. Research 100+ technologies to advance from basic metal smelting all the way to nuclear power and space flight.",False,game,56,95,60,45,64,Loved niche title,Underserved audience clue,Promotional discount,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Captain of Industry is a loved niche title, opportunity score 64/100, 88% positive from 5,524 reviews, 1,727 current players, 30% discount.",Mine reviews for the exact language players use; niche love often exposes a product angle.
702,3509230,Gambonanza,https://store.steampowered.com/app/3509230/Gambonanza/,"May 1, 2026",$14.99,1499,0.0,Mostly Positive,75.0,1234.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3509230/20d596916f212bb1aa334c6d872ac65567b19303/capsule_231x87.jpg?t=1780392882,2026-06-03T02:02:52.659Z,175.0,Blukulélé,Sidekick Publishing,"['Casual', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Family Sharing']",1234.0,,"Gambonanza is a tactical roguelike that sets chess pieces on a tiny board. Forget traditional chess and embrace the chaos of breaking the balance! Spend your money on rule-bending upgrades, board tiles and pieces. Experiment with illegal combinations and face off against iconic bosses!",False,game,47,81,60,55,60,Standard competitor,Baseline market data,Mid-market,Solo / narrative audience,Paid upfront,Comparable baseline,['fresh-release'],[],"Gambonanza is a standard competitor, opportunity score 60/100, 75% positive from 1,234 reviews, 175 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
703,531510,Just Shapes & Beats,https://store.steampowered.com/app/531510/Just_Shapes__Beats/,"May 31, 2018",$11.99,1199,40.0,Overwhelmingly Positive,97.0,13118.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/531510/capsule_231x87.jpg?t=1738790023,2026-06-03T02:02:52.659Z,103.0,Berzerk Studio,Berzerk Studio,"['Action', 'Indie']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",23363.0,,"""Just Shapes & Beats"" is a chaotic co-op musical bullet-hell based on three simple things: avoid Shapes, move to the kick-ass Beats, and die, repeatedly.",False,game,55,100,83,45,70,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,Community / multiplayer audience,Paid upfront,Comparable baseline,"['loved-by-players', 'social-retention-loop']",[],"Just Shapes & Beats is a commercially aggressive, opportunity score 70/100, 97% positive from 13,118 reviews, 103 current players, 40% discount.","Compare discount depth, price tier, and monetization model against similar titles."
704,494840,UBOAT,https://store.steampowered.com/app/494840/UBOAT/,"Aug 2, 2024",$8.39,839,72.0,Very Positive,85.0,11432.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/494840/capsule_231x87.jpg?t=1779972011,2026-06-03T02:02:52.659Z,686.0,Deep Water Studio,PlayWay S.A.,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",24888.0,,"UBOAT is a simulator of a submarine from WWII era. It is a survival sandbox with crew management mechanics while its primary theme is life of German sailors. The boat is their home, but it can become their grave at any time.",False,game,58,93,90,45,71,Commercially aggressive,Pricing/monetization benchmark,Deep discount,Solo / narrative audience,Discount-driven sales,Price pressure - competitor likely using discounts to drive rank,"['loved-by-players', 'aggressive-discounting']",[],"UBOAT is a commercially aggressive, opportunity score 71/100, 85% positive from 11,432 reviews, 686 current players, 72% discount.","Compare discount depth, price tier, and monetization model against similar titles."
705,588430,Fallout Shelter,https://store.steampowered.com/app/588430/Fallout_Shelter/,"Mar 29, 2017",Free,0,,Very Positive,85.0,32564.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/588430/f4d5b7cc05df0b52d914a95c1d08452d76d149f6/capsule_231x87_alt_assets_61.jpg?t=1780070440,2026-06-03T02:02:52.659Z,1603.0,Bethesda Game Studios,Bethesda Softworks,"['RPG', 'Simulation', 'Free To Play']","['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Stats']",,63.0,"Fallout Shelter puts you in control of a state-of-the-art underground Vault from Vault-Tec. Build the perfect Vault, keep your Dwellers happy, and protect them from the dangers of the Wasteland.",True,game,47,89,70,45,62,Loved niche title,Underserved audience clue,Free-to-play,Solo / narrative audience,Base game plus in-app purchases,Niche love - small but passionate audience,"['loved-by-players', 'free-to-play', 'iap-monetized']",[],"Fallout Shelter is a loved niche title, opportunity score 62/100, 85% positive from 32,564 reviews, 1,603 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
706,1689620,BLEACH Rebirth of Souls,https://store.steampowered.com/app/1689620/BLEACH_Rebirth_of_Souls/,"Mar 20, 2025",$35.99,3599,40.0,Mostly Positive,71.0,2594.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1689620/85d75afeb2c483a64d9503e9bd9ab13f1e68270b/capsule_231x87.jpg?t=1765454766,2026-06-03T02:02:52.659Z,80.0,TAMSOFT CORPORATION,Bandai Namco Entertainment Inc.,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",4528.0,76.0,Awaken the blade within you and reverse your fate in BLEACH Rebirth of Souls! Engage in thrilling battles with powerful sword abilities and characters from this legendary anime franchise.,False,game,49,79,73,45,61,Standard competitor,Baseline market data,Promotional discount,Community / multiplayer audience,Paid upfront,Comparable baseline,['social-retention-loop'],[],"BLEACH Rebirth of Souls is a standard competitor, opportunity score 61/100, 71% positive from 2,594 reviews, 80 current players, 40% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
707,2000950,Call of Duty®: Modern Warfare®,https://store.steampowered.com/app/2000950/Call_of_Duty_Modern_Warfare/,"Mar 8, 2023",$59.99,5999,0.0,Very Positive,81.0,14530.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2000950/capsule_231x87.jpg?t=1778886798,2026-06-03T02:02:52.659Z,1726.0,Infinity Ward,Activision,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",39983.0,,Experience a visceral Campaign or assemble your team in the ultimate online playground with multiple Special Ops challenges and a mix of Multiplayer maps and modes.,False,game,60,89,66,45,65,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['loved-by-players', 'iap-monetized', 'social-retention-loop']",[],"Call of Duty®: Modern Warfare® is a standard competitor, opportunity score 65/100, 81% positive from 14,530 reviews, 1,726 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
708,2453060,Dreamcore,https://store.steampowered.com/app/2453060/Dreamcore/,"Jan 23, 2025",$17.99,1799,0.0,Very Positive,89.0,1606.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2453060/e5dd272017e1eaeade035bb8262df228907c68d6/capsule_231x87_alt_assets_0.jpg?t=1780336277,2026-06-03T02:02:52.659Z,52.0,Montraluz,Tlön Industries,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",1606.0,,"Experience liminal spaces like never before. Dreamcore is the ultimate psychological exploration game, set in the largest liminal world ever made. No guides, no path—only intuition. Will you keep your bearings in a world designed to make you lose them?",False,game,45,95,60,45,61,Loved niche title,Underserved audience clue,Mid-market,Solo / narrative audience,Paid upfront,Niche love - small but passionate audience,['loved-by-players'],[],"Dreamcore is a loved niche title, opportunity score 61/100, 89% positive from 1,606 reviews, 52 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
709,2362060,CODE VEIN II,https://store.steampowered.com/app/2362060/CODE_VEIN_II/,"Jan 29, 2026",$52.49,5249,25.0,Mixed,64.0,2357.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2362060/6d3b367ffaa2fb432f891978e18248466972c0b6/capsule_231x87.jpg?t=1779973642,2026-06-03T02:02:52.660Z,242.0,Bandai Namco Studios Inc.,Bandai Namco Entertainment Inc.,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",4492.0,,"An epic adventure awaits, where you and your chosen partners explore a post-apocalyptic world, face fierce battles against powerful enemies, and uncover an epic story that transcends time.",False,game,50,71,50,45,54,Standard competitor,Baseline market data,Premium,Solo / narrative audience,Paid upfront,Comparable baseline,[],['weak-player-sentiment'],"CODE VEIN II is a standard competitor, opportunity score 54/100, 64% positive from 2,357 reviews, 242 current players, 25% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
710,1118200,People Playground,https://store.steampowered.com/app/1118200/People_Playground/,"Jul 23, 2019",$9.99,999,0.0,Overwhelmingly Positive,98.0,173923.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1118200/capsule_231x87.jpg?t=1776802758,2026-06-03T02:02:52.660Z,3845.0,mestiez,Studio Minus,"['Action', 'Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",293018.0,,"Shoot, stab, burn, poison, tear, vaporise, or crush ragdolls in a large open space.",False,game,64,100,65,45,69,Standard competitor,Baseline market data,Budget,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"People Playground is a standard competitor, opportunity score 69/100, 98% positive from 173,923 reviews, 3,845 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
711,391220,Rise of the Tomb Raider™,https://store.steampowered.com/app/391220/Rise_of_the_Tomb_Raider/,"Feb 9, 2016",$4.49,449,85.0,Very Positive,92.0,31332.0,"['windows', 'mac', 'linux', 'vr']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/391220/capsule_231x87.jpg?t=1766187095,2026-06-03T02:02:52.660Z,1131.0,Crystal Dynamics,Crystal Dynamics,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",123935.0,86.0,"Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.",False,game,61,100,90,45,73,Commercially aggressive,Pricing/monetization benchmark,Deep discount,Solo / narrative audience,Discount-driven sales,Price pressure - competitor likely using discounts to drive rank,"['loved-by-players', 'aggressive-discounting']",[],"Rise of the Tomb Raider™ is a commercially aggressive, opportunity score 73/100, 92% positive from 31,332 reviews, 1,131 current players, 85% discount.","Compare discount depth, price tier, and monetization model against similar titles."
712,227300,Euro Truck Simulator 2,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/,"Oct 12, 2012",$19.99,1999,0.0,Overwhelmingly Positive,97.0,141624.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/227300/da84d11d3ddd817e0cca299608b469a854d75ba5/capsule_231x87.jpg?t=1773641450,2026-06-03T02:02:52.660Z,11338.0,SCS Software,SCS Software,"['Indie', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",765789.0,79.0,"Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.",False,game,65,100,68,57,73,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Comparable baseline,"['loved-by-players', 'healthy-community', 'social-retention-loop']",[],"Euro Truck Simulator 2 is a standard competitor, opportunity score 73/100, 97% positive from 141,624 reviews, 11,338 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
713,4508320,Plague Inc: Aliens & Anti-Vaxxers,https://store.steampowered.com/app/4508320/Plague_Inc_Aliens__AntiVaxxers/,"Apr 7, 2026",$5.39,539,10.0,Very Positive,82.0,263.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4508320/d7b5c14e8decda47ee3a75a85ea8a00be0bbcff2/capsule_231x87.jpg?t=1775752549,2026-06-03T02:02:52.660Z,0.0,Ndemic Creations,Ndemic Creations,"['Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",263.0,,A meteor from outer space carries an utterly alien plague type. Humans are irrelevant - can you transform the planet into a solid crystal?,False,dlc,34,87,73,55,59,Non-game / accessory listing,Catalog monitoring,Budget,Community / multiplayer audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'social-retention-loop', 'fresh-release', 'non-game-dlc']",['not-a-standard-game'],"Plague Inc: Aliens & Anti-Vaxxers is a non-game / accessory listing, opportunity score 59/100, 82% positive from 263 reviews, 10% discount.","Keep for catalog awareness, but exclude from game competitor benchmarks."
714,214510,LEGO® The Lord of the Rings™,https://store.steampowered.com/app/214510/LEGO_The_Lord_of_the_Rings/,"Nov 27, 2012",$3.99,399,80.0,Very Positive,89.0,5012.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/214510/capsule_231x87.jpg?t=1763062068,2026-06-03T02:02:52.660Z,315.0,Traveller's Tales,Warner Bros. Interactive Entertainment,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",9257.0,80.0,"Based on The Lord of the Rings motion picture trilogy, LEGO® The Lord of the Rings follows the original story-lines of The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, and The Lord of the Rings: The Return of the King, taking players through the epic story events re-imagined with the humor and endl",False,game,53,94,98,45,71,Commercially aggressive,Pricing/monetization benchmark,Deep discount,Community / multiplayer audience,Discount-driven sales,Price pressure - competitor likely using discounts to drive rank,"['loved-by-players', 'aggressive-discounting', 'social-retention-loop']",[],"LEGO® The Lord of the Rings™ is a commercially aggressive, opportunity score 71/100, 89% positive from 5,012 reviews, 315 current players, 80% discount.","Compare discount depth, price tier, and monetization model against similar titles."
715,2698420,Restore Your Island,https://store.steampowered.com/app/2698420/Restore_Your_Island/,"Apr 9, 2026",$10.39,1039,20.0,Mostly Positive,79.0,1163.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2698420/789e8082c3dc1f5cbb0dc5abe8d46fd3deb1b8c0/capsule_231x87.jpg?t=1780058584,2026-06-03T02:02:52.660Z,372.0, Paiband Game Studio, Paiband Game Studio,"['Adventure', 'Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Mouse Only Option', 'Narrated Game Menus', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Touch Only Option', 'Steam Cloud', 'Family Sharing']",1163.0,,"Heal a scarred island, rebuild habitats, play with your dog, design your sanctuary, and relax by the fire. Turn this broken, trash-filled island into a thriving sanctuary — one clean sweep at a time.",False,game,47,85,60,55,61,Loved niche title,Underserved audience clue,Mid-market,Solo / narrative audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'fresh-release']",[],"Restore Your Island is a loved niche title, opportunity score 61/100, 79% positive from 1,163 reviews, 372 current players, 20% discount.",Mine reviews for the exact language players use; niche love often exposes a product angle.
716,1922560,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,https://store.steampowered.com/app/1922560/Plants_vs_Zombies_Garden_Warfare_2_Deluxe_Edition/,"May 16, 2022",$29.99,2999,0.0,Very Positive,90.0,20905.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1922560/capsule_231x87.jpg?t=1772707471,2026-06-03T02:02:52.660Z,999.0,PopCap,Electronic Arts,"['Action', 'Casual', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']",43222.0,82.0,"Ready the Peashooters and prepare for the craziest, funniest shooter in the universe: Plants vs. Zombies Garden Warfare 2.",False,game,59,97,76,45,69,Commercially aggressive,Pricing/monetization benchmark,Mid-market,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['loved-by-players', 'iap-monetized', 'social-retention-loop']",[],"Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition is a commercially aggressive, opportunity score 69/100, 90% positive from 20,905 reviews, 999 current players.","Compare discount depth, price tier, and monetization model against similar titles."
717,2111550,Schrodinger's Cat Burglar,https://store.steampowered.com/app/2111550/Schrodingers_Cat_Burglar/,"May 21, 2026",$17.99,1799,10.0,Very Positive,98.0,384.0,"['windows', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2111550/de5c8a880e2c24ba32f567488f7f13adfad8d463/capsule_231x87.jpg?t=1780445876,2026-06-03T02:02:52.660Z,62.0,Abandoned Sheep,Abandoned Sheep,"['Adventure', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Steam Cloud', 'Stats', 'Remote Play Together', 'Family Sharing']",384.0,86.0,"Portal with cats - Become entangled in a quantum puzzle adventure! Mittens gains the incredible power to be in two places at once. Explore twisted test chambers, make mischief and evade capture by a whisker! 🐈🐈‍⬛",False,game,40,100,68,55,64,Loved niche title,Underserved audience clue,Mid-market,Community / multiplayer audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'social-retention-loop', 'fresh-release']",[],"Schrodinger's Cat Burglar is a loved niche title, opportunity score 64/100, 98% positive from 384 reviews, 62 current players, 10% discount.",Mine reviews for the exact language players use; niche love often exposes a product angle.
718,2138720,REMATCH,https://store.steampowered.com/app/2138720/REMATCH/,"Jun 19, 2025",$29.99,2999,0.0,Mostly Positive,70.0,15704.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2138720/99d71852c4c1133b8483eb26d0632aa574c5ca82/capsule_231x87.jpg?t=1779808259,2026-06-03T02:02:52.660Z,3088.0,Sloclap,Sloclap,"['Action', 'Indie', 'Sports']","['Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Family Sharing']",35970.0,,Rematch is an online multiplayer football game. Control one player and compete with your team in fast-paced 5v5 matches from an immersive third-person perspective. Team up with your friends and join the action.,False,game,60,78,76,45,65,Commercially aggressive,Pricing/monetization benchmark,Mid-market,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['iap-monetized', 'social-retention-loop']",[],"REMATCH is a commercially aggressive, opportunity score 65/100, 70% positive from 15,704 reviews, 3,088 current players.","Compare discount depth, price tier, and monetization model against similar titles."
719,916440,Anno 1800,https://store.steampowered.com/app/916440/Anno_1800/,"Apr 16, 2019",$59.99,5999,0.0,Mostly Positive,78.0,11709.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/916440/capsule_231x87.jpg?t=1778771290,2026-06-03T02:02:52.660Z,1372.0,Ubisoft Mainz,Ubisoft,"['Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",28983.0,81.0,Anno 1800™ – Lead the Industrial Revolution! Welcome to the dawn of the Industrial Age. The path you choose will define your world. Are you an innovator or an exploiter? A conqueror or a liberator? How the world remembers your name is up to you.,False,game,58,87,58,45,63,Loved niche title,Underserved audience clue,Premium,Community / multiplayer audience,Paid upfront,Comparable baseline,"['loved-by-players', 'social-retention-loop']",[],"Anno 1800 is a loved niche title, opportunity score 63/100, 78% positive from 11,709 reviews, 1,372 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
720,2100280,World of Tanks: HEAT,https://store.steampowered.com/app/2100280/World_of_Tanks_HEAT/,"May 25, 2026",Free,0,,Mixed,52.0,1223.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2100280/d06c38ca042fdf07e300de37a062e3a1629ba1ce/capsule_231x87.jpg?t=1780407610,2026-06-03T02:02:52.660Z,1395.0,Wargaming Group Limited,Wargaming Group Limited,"['Action', 'Casual', 'Massively Multiplayer', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",,,"World of Tanks: HEAT is the first ever hero-driven tank action game. Choose your Agent, personalize your tank, and combine skill and strategy to dominate the battlefield.",True,game,39,58,78,55,55,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['free-to-play', 'iap-monetized', 'social-retention-loop', 'fresh-release']",['weak-player-sentiment'],"World of Tanks: HEAT is a commercially aggressive, opportunity score 55/100, 52% positive from 1,223 reviews, 1,395 current players.","Compare discount depth, price tier, and monetization model against similar titles."
721,3211120,Dark and Darker - Legendary Status,https://store.steampowered.com/app/3211120/Dark_and_Darker__Legendary_Status/,"Dec 5, 2024",$30.00,3000,0.0,Mixed,44.0,287.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3211120/9039e8079ec9823a6acb4ce9369455860145e5e4/capsule_231x87.jpg?t=1738829817,2026-06-03T02:02:52.660Z,0.0,IRONMACE,IRONMACE,"['Action', 'RPG', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'In-App Purchases']",287.0,,"Upgrades a free ‘Squire’ account to ‘Legendary’ status. Legendary accounts get access to the High Roller Dungeons, extra trading privileges, lots of additional character slots, unlocks 1 shared stash, and more! Please be careful not to make duplicate purchases.",False,dlc,33,49,76,45,48,Non-game / accessory listing,Catalog monitoring,Mid-market,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['iap-monetized', 'social-retention-loop', 'non-game-dlc']","['weak-player-sentiment', 'not-a-standard-game']","Dark and Darker - Legendary Status is a non-game / accessory listing, opportunity score 48/100, 44% positive from 287 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
722,2840470,SimplePlanes 2,https://store.steampowered.com/app/2840470/SimplePlanes_2/,"Apr 23, 2026",$19.99,1999,0.0,Very Positive,91.0,850.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2840470/8a4336669ec7d8510a092777573353c69f7d1152/capsule_231x87.jpg?t=1777062499,2026-06-03T02:02:52.660Z,301.0,"Jundroo, LLC","Jundroo, LLC","['Indie', 'Racing', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Cloud', 'Family Sharing']",851.0,,"SimplePlanes is back! Build planes, cars, or anything else using powerful procedural parts! Explore detailed environments with friends in multiplayer, cause chaos, or download 1,000,000 community crafts for free.",False,game,45,97,68,55,65,Loved niche title,Underserved audience clue,Mid-market,Community / multiplayer audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'social-retention-loop', 'fresh-release']",[],"SimplePlanes 2 is a loved niche title, opportunity score 65/100, 91% positive from 850 reviews, 301 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
